student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
69676,0.0,76.2,1.1,53.1,D
69677,5.9,73.3,5.7,74.4,B
69678,17.7,77.8,2.8,91.3,A
69679,19.8,76.0,8.3,98.3,A
69680,3.4,78.2,5.2,53.5,D
69681,9.4,75.2,5.7,81.2,B
69682,15.3,81.9,3.8,88.9,A
69683,14.3,82.8,2.8,90.7,A
69684,18.8,76.5,6.9,96.8,A
69685,21.4,95.4,8.2,100.0,A
69686,6.1,85.4,7.6,73.6,B
69687,18.1,82.7,3.4,89.2,A
69688,10.0,83.1,6.9,62.1,C
69689,17.3,80.4,3.5,80.3,B
69690,11.7,78.6,7.0,79.5,B
69691,22.5,96.1,4.8,97.8,A
69692,19.1,85.9,3.6,86.0,A
69693,8.1,66.3,7.8,74.2,B
69694,3.2,75.1,5.6,56.4,C
69695,23.3,100.0,6.4,100.0,A
69696,10.1,92.2,6.9,73.3,B
69697,10.8,91.6,8.1,68.1,C
69698,20.2,73.7,6.0,100.0,A
69699,7.8,88.2,6.9,81.1,B
69700,16.4,84.9,4.9,95.8,A
69701,15.1,90.9,5.4,76.4,B
69702,14.4,91.0,9.9,73.0,B
69703,23.4,90.4,5.4,100.0,A
69704,18.3,88.9,6.0,85.6,A
69705,21.9,77.6,5.8,100.0,A
69706,13.3,95.6,8.6,88.1,A
69707,9.9,91.8,6.3,67.8,C
69708,22.3,78.3,5.4,83.8,B
69709,11.0,90.6,6.3,65.6,C
69710,15.9,100.0,4.3,89.8,A
69711,18.0,98.8,8.5,81.5,B
69712,9.6,66.8,2.3,71.0,B
69713,9.6,93.2,8.9,77.7,B
69714,13.1,92.4,4.3,82.6,B
69715,20.2,74.9,3.2,100.0,A
69716,17.4,77.9,4.0,88.1,A
69717,5.5,81.4,5.2,46.4,D
69718,28.7,92.3,8.5,100.0,A
69719,17.7,86.6,7.2,94.7,A
69720,12.0,96.5,0.9,72.8,B
69721,13.9,79.7,8.3,73.5,B
69722,13.3,100.0,5.8,70.6,B
69723,12.4,74.8,5.6,90.6,A
69724,23.2,79.1,4.8,93.1,A
69725,31.6,99.6,7.4,100.0,A
69726,11.4,94.0,2.4,91.0,A
69727,11.8,84.4,6.5,66.4,C
69728,14.4,71.7,3.6,91.2,A
69729,5.4,91.6,5.1,63.5,C
69730,18.7,75.7,3.4,81.3,B
69731,16.3,87.3,4.3,85.4,A
69732,16.0,90.4,1.6,94.8,A
69733,2.0,82.8,9.0,59.9,C
69734,0.0,89.4,7.2,59.3,C
69735,12.4,91.5,4.3,66.3,C
69736,19.6,76.6,8.8,86.8,A
69737,2.6,73.5,10.0,54.6,D
69738,21.3,93.3,5.8,100.0,A
69739,12.9,90.7,5.1,84.1,B
69740,9.2,97.8,7.1,93.5,A
69741,15.6,92.4,2.9,65.7,C
69742,5.9,81.5,7.5,64.1,C
69743,0.0,99.4,6.6,53.9,D
69744,23.4,77.8,10.0,100.0,A
69745,14.7,79.5,7.5,91.5,A
69746,10.0,94.5,3.9,77.4,B
69747,11.0,97.9,5.5,75.4,B
69748,9.6,94.5,4.8,82.6,B
69749,12.5,84.7,4.1,100.0,A
69750,14.2,85.2,1.1,79.2,B
69751,19.8,79.5,5.6,100.0,A
69752,10.1,72.1,5.1,75.1,B
69753,7.6,81.6,8.4,75.6,B
69754,11.2,91.9,3.0,89.7,A
69755,32.2,95.3,10.0,100.0,A
69756,16.1,68.1,8.4,77.7,B
69757,17.8,79.1,2.6,81.2,B
69758,13.2,87.5,6.1,88.4,A
69759,27.1,91.2,4.6,100.0,A
69760,21.0,87.7,7.2,100.0,A
69761,7.7,90.0,5.3,67.8,C
69762,16.1,73.1,6.6,81.7,B
69763,12.3,68.6,4.0,68.4,C
69764,17.9,85.1,6.1,93.8,A
69765,22.0,100.0,6.6,100.0,A
69766,6.4,100.0,7.8,71.4,B
69767,17.5,84.7,5.5,85.6,A
69768,9.3,93.2,7.2,88.7,A
69769,24.9,88.0,2.4,100.0,A
69770,21.8,94.3,6.2,100.0,A
69771,1.1,81.2,7.1,56.9,C
69772,7.1,88.0,7.4,79.5,B
69773,5.6,75.1,9.1,51.7,D
69774,14.6,61.8,10.0,86.9,A
69775,17.1,82.3,7.0,89.7,A
69776,20.5,75.0,4.9,100.0,A
69777,13.3,76.3,6.6,75.4,B
69778,13.0,68.9,6.0,80.7,B
69779,17.0,64.1,6.7,100.0,A
69780,37.1,74.7,8.9,100.0,A
69781,4.4,98.2,7.3,63.6,C
69782,1.8,72.5,5.2,45.6,D
69783,11.2,67.1,7.5,90.7,A
69784,10.0,70.6,6.1,74.0,B
69785,9.8,68.1,4.9,86.7,A
69786,14.9,97.3,7.6,77.2,B
69787,6.8,79.5,8.9,53.9,D
69788,10.8,91.5,5.5,83.1,B
69789,12.9,83.4,6.0,69.5,C
69790,13.1,90.4,5.7,67.7,C
69791,14.0,97.3,6.9,92.7,A
69792,14.0,97.5,5.4,100.0,A
69793,9.3,83.1,0.9,74.1,B
69794,13.2,81.7,7.0,98.9,A
69795,15.0,74.5,7.8,93.0,A
69796,21.7,83.6,8.4,91.7,A
69797,4.6,88.0,8.7,73.7,B
69798,15.2,93.1,7.1,89.3,A
69799,16.2,93.2,7.4,89.9,A
69800,16.3,90.9,2.3,72.1,B
69801,16.6,78.1,3.7,96.1,A
69802,5.8,75.5,7.8,71.2,B
69803,16.1,84.8,3.7,95.4,A
69804,15.7,67.3,4.2,97.0,A
69805,18.8,78.5,2.5,91.9,A
69806,13.8,86.4,7.4,80.8,B
69807,11.2,81.0,8.7,81.7,B
69808,22.0,90.0,4.8,100.0,A
69809,6.5,69.5,1.8,53.6,D
69810,5.4,80.9,6.7,70.6,B
69811,6.3,95.3,4.9,53.1,D
69812,17.4,68.7,5.6,93.8,A
69813,9.9,85.8,8.2,66.7,C
69814,14.2,86.6,6.3,92.8,A
69815,24.7,87.6,6.2,100.0,A
69816,6.8,89.5,5.8,69.3,C
69817,3.1,78.1,8.7,43.0,D
69818,20.8,82.7,8.5,80.0,B
69819,9.2,83.6,2.5,78.6,B
69820,6.8,79.3,6.2,72.1,B
69821,14.2,77.1,7.8,82.9,B
69822,13.7,93.7,6.6,92.2,A
69823,8.9,74.1,8.4,77.4,B
69824,18.9,95.9,9.3,88.4,A
69825,9.5,86.9,6.8,86.1,A
69826,9.2,92.6,6.1,62.1,C
69827,1.9,100.0,10.0,46.8,D
69828,0.0,84.2,8.7,53.6,D
69829,16.7,92.4,6.3,99.8,A
69830,5.8,84.1,10.0,52.1,D
69831,13.9,100.0,5.8,82.0,B
69832,28.5,69.2,7.4,100.0,A
69833,18.3,80.7,6.6,84.9,B
69834,15.2,76.5,3.2,99.9,A
69835,18.0,84.3,6.8,94.5,A
69836,30.1,71.1,7.0,100.0,A
69837,1.8,99.3,5.8,73.8,B
69838,14.0,79.6,5.6,83.0,B
69839,25.3,60.4,4.3,100.0,A
69840,17.2,86.9,4.2,97.5,A
69841,23.4,68.0,4.9,100.0,A
69842,10.6,87.7,4.3,69.5,C
69843,6.2,94.1,10.0,79.3,B
69844,28.4,97.8,8.6,100.0,A
69845,15.5,64.3,6.9,87.1,A
69846,20.8,90.2,4.0,96.9,A
69847,21.2,95.5,2.0,100.0,A
69848,24.0,86.4,7.4,92.2,A
69849,17.1,80.0,7.7,87.1,A
69850,17.4,90.3,9.3,92.7,A
69851,18.5,65.8,6.2,87.7,A
69852,10.5,73.0,8.0,62.7,C
69853,22.4,97.3,9.1,100.0,A
69854,11.0,92.0,6.6,97.0,A
69855,22.7,70.5,5.1,100.0,A
69856,20.6,97.6,4.6,100.0,A
69857,0.0,91.2,7.0,54.4,D
69858,20.6,71.7,9.3,85.6,A
69859,16.6,83.6,3.0,95.0,A
69860,24.3,82.9,7.1,100.0,A
69861,27.1,69.2,8.7,100.0,A
69862,15.8,89.8,7.0,96.7,A
69863,17.5,66.4,9.8,100.0,A
69864,6.0,94.4,7.4,76.2,B
69865,13.8,72.8,5.8,81.3,B
69866,26.6,73.3,6.5,97.5,A
69867,15.0,86.9,3.3,100.0,A
69868,21.5,78.2,2.9,92.3,A
69869,14.8,76.2,8.1,97.0,A
69870,14.2,64.9,8.5,97.5,A
69871,19.0,85.6,8.1,100.0,A
69872,0.0,75.1,4.8,53.7,D
69873,17.6,93.9,5.1,86.5,A
69874,0.0,89.7,7.0,52.4,D
69875,14.4,78.0,5.2,87.1,A
69876,9.2,70.1,8.1,76.7,B
69877,6.9,89.2,0.0,66.4,C
69878,25.3,96.5,4.9,99.4,A
69879,22.8,92.7,10.0,100.0,A
69880,12.5,87.5,6.0,89.1,A
69881,31.6,88.5,4.3,100.0,A
69882,22.0,75.7,6.4,100.0,A
69883,13.9,86.1,3.6,71.0,B
69884,1.8,82.0,5.9,53.6,D
69885,14.3,85.8,3.3,87.4,A
69886,10.6,86.9,6.5,93.0,A
69887,11.8,98.7,7.9,64.8,C
69888,17.9,95.4,9.7,100.0,A
69889,10.6,95.9,6.6,74.8,B
69890,24.2,88.2,5.1,100.0,A
69891,11.3,89.2,6.2,88.4,A
69892,7.8,73.6,4.4,60.5,C
69893,19.5,100.0,8.9,100.0,A
69894,14.8,82.5,5.9,87.9,A
69895,21.0,86.9,10.0,100.0,A
69896,16.2,78.0,5.3,100.0,A
69897,5.3,69.0,6.2,61.0,C
69898,17.1,56.0,1.5,99.5,A
69899,8.6,69.7,2.0,90.7,A
69900,16.0,88.2,5.4,90.8,A
69901,10.8,84.2,7.7,61.2,C
69902,13.6,86.7,2.7,76.6,B
69903,15.3,90.8,7.1,99.6,A
69904,20.1,66.3,5.0,100.0,A
69905,11.1,82.3,1.9,83.4,B
69906,0.0,79.1,8.2,45.7,D
69907,8.3,85.6,6.8,68.4,C
69908,15.9,87.7,3.3,100.0,A
69909,23.3,76.1,1.9,100.0,A
69910,17.1,89.1,4.7,86.9,A
69911,22.0,86.3,7.5,100.0,A
69912,16.1,77.8,8.3,100.0,A
69913,16.5,85.6,7.2,91.1,A
69914,13.3,96.2,2.5,89.3,A
69915,22.3,83.7,6.3,100.0,A
69916,26.5,77.7,5.6,100.0,A
69917,8.2,100.0,4.9,80.1,B
69918,16.6,99.2,3.3,81.7,B
69919,6.7,88.8,2.9,59.3,C
69920,26.7,94.7,9.1,100.0,A
69921,16.2,90.8,9.4,77.8,B
69922,14.9,72.8,6.6,89.0,A
69923,7.0,87.3,5.4,62.7,C
69924,13.4,89.9,6.8,92.4,A
69925,14.5,82.4,7.4,94.4,A
69926,7.5,86.7,4.8,59.8,C
69927,16.1,78.5,7.2,87.8,A
69928,9.0,78.5,8.4,78.3,B
69929,18.0,91.3,4.1,94.2,A
69930,8.1,65.5,5.8,69.9,C
69931,16.1,69.0,3.0,64.3,C
69932,13.6,73.8,5.5,72.2,B
69933,17.1,81.8,5.2,96.6,A
69934,16.2,78.9,8.7,84.1,B
69935,15.7,64.1,6.9,88.3,A
69936,9.8,67.1,5.9,78.5,B
69937,18.9,81.5,4.0,91.6,A
69938,17.0,84.1,6.7,94.4,A
69939,19.5,97.1,0.9,100.0,A
69940,14.8,87.3,2.7,74.1,B
69941,13.7,100.0,7.3,100.0,A
69942,7.9,88.4,6.4,67.7,C
69943,10.4,94.6,6.5,100.0,A
69944,11.7,83.1,7.0,77.0,B
69945,21.7,100.0,0.4,92.0,A
69946,6.3,96.8,6.4,59.1,C
69947,5.6,69.8,6.2,61.9,C
69948,14.5,94.1,8.5,88.3,A
69949,9.6,86.2,6.4,72.4,B
69950,12.3,95.6,5.3,92.4,A
69951,11.9,81.9,4.3,87.3,A
69952,10.6,97.8,2.4,83.4,B
69953,9.7,83.3,5.9,75.1,B
69954,8.5,77.4,3.2,79.3,B
69955,12.4,85.1,6.3,80.6,B
69956,4.8,98.1,4.5,51.7,D
69957,19.2,75.5,7.8,91.9,A
69958,8.8,95.6,4.5,54.8,D
69959,18.2,83.4,4.9,100.0,A
69960,10.4,91.9,6.0,81.7,B
69961,22.3,89.6,5.0,100.0,A
69962,15.3,83.1,8.8,74.7,B
69963,7.5,86.9,7.1,82.6,B
69964,32.5,84.2,7.6,100.0,A
69965,12.1,97.8,6.2,51.0,D
69966,11.1,92.9,6.5,80.0,B
69967,11.6,100.0,9.5,72.5,B
69968,17.8,85.1,8.6,100.0,A
69969,4.8,85.7,7.2,75.1,B
69970,16.0,72.0,6.1,100.0,A
69971,3.2,79.3,6.2,62.7,C
69972,14.5,86.1,7.9,84.8,B
69973,22.9,98.1,7.8,100.0,A
69974,11.1,97.1,5.2,73.4,B
69975,21.2,77.7,6.4,100.0,A
69976,3.3,96.3,2.1,56.8,C
69977,10.6,95.7,5.0,66.6,C
69978,6.4,77.8,5.6,81.3,B
69979,28.4,75.4,8.6,100.0,A
69980,12.1,77.7,8.6,84.1,B
69981,10.4,84.8,6.7,86.0,A
69982,13.2,83.6,7.4,79.9,B
69983,15.0,84.9,9.5,100.0,A
69984,12.4,77.9,6.5,83.9,B
69985,6.7,70.5,6.0,74.8,B
69986,24.4,91.3,5.0,100.0,A
69987,22.6,74.0,7.5,100.0,A
69988,17.3,98.2,5.0,96.5,A
69989,17.0,77.7,6.5,91.9,A
69990,16.5,82.3,9.3,88.8,A
69991,11.8,60.6,4.9,72.2,B
69992,11.0,84.1,4.2,69.6,C
69993,26.2,88.8,6.2,100.0,A
69994,19.4,96.6,5.3,100.0,A
69995,5.7,81.3,4.6,37.8,F
69996,11.8,90.4,6.3,77.7,B
69997,18.4,81.4,10.0,93.8,A
69998,17.6,97.5,5.4,100.0,A
69999,18.7,75.6,5.9,98.7,A
70000,4.6,74.6,4.0,41.8,D
70001,17.2,88.0,10.0,100.0,A
70002,22.8,86.1,6.1,100.0,A
70003,4.5,73.7,10.0,61.3,C
70004,27.2,82.0,5.1,100.0,A
70005,17.3,100.0,8.6,100.0,A
70006,15.8,80.5,5.6,100.0,A
70007,8.3,65.0,5.8,78.8,B
70008,10.5,78.0,8.2,90.0,A
70009,12.4,100.0,6.2,84.3,B
70010,5.0,100.0,4.2,62.5,C
70011,12.8,63.7,5.9,80.2,B
70012,8.8,100.0,6.9,53.6,D
70013,19.8,89.0,7.4,96.4,A
70014,0.0,100.0,2.0,41.0,D
70015,13.3,88.3,7.7,98.6,A
70016,8.2,87.7,5.9,85.8,A
70017,15.0,91.7,5.5,78.4,B
70018,31.5,76.3,4.7,100.0,A
70019,26.7,89.4,1.8,100.0,A
70020,11.5,94.7,6.5,61.5,C
70021,13.7,79.1,6.8,95.0,A
70022,9.1,89.6,7.9,80.2,B
70023,13.9,100.0,4.2,67.9,C
70024,20.2,77.6,8.9,100.0,A
70025,5.8,85.3,3.0,52.9,D
70026,26.0,84.3,10.0,100.0,A
70027,21.4,85.2,5.3,97.7,A
70028,21.1,89.5,4.9,91.4,A
70029,17.7,85.3,6.8,100.0,A
70030,8.7,88.4,5.3,63.8,C
70031,22.1,87.7,7.9,95.4,A
70032,12.8,87.4,5.4,74.6,B
70033,3.2,80.6,2.2,42.0,D
70034,15.6,80.6,6.0,83.6,B
70035,6.9,94.8,7.8,75.7,B
70036,10.8,90.5,2.1,68.2,C
70037,19.9,81.8,7.3,100.0,A
70038,14.2,77.4,3.4,65.3,C
70039,14.7,72.0,4.6,68.2,C
70040,23.2,85.7,10.0,100.0,A
70041,0.0,99.9,4.6,45.8,D
70042,22.9,95.0,6.0,100.0,A
70043,16.0,100.0,7.2,93.4,A
70044,14.5,84.7,8.0,100.0,A
70045,14.7,89.4,4.7,88.0,A
70046,19.5,90.0,2.7,100.0,A
70047,22.2,78.8,2.6,100.0,A
70048,13.3,97.5,5.4,80.6,B
70049,14.1,83.0,5.4,79.8,B
70050,19.3,74.6,10.0,100.0,A
70051,0.3,83.8,5.8,64.6,C
70052,14.3,87.0,7.4,87.0,A
70053,18.5,83.1,6.9,100.0,A
70054,11.5,72.4,8.5,87.2,A
70055,9.4,84.8,6.5,67.4,C
70056,13.9,91.0,3.7,73.9,B
70057,10.9,100.0,7.4,86.6,A
70058,13.3,91.0,3.7,79.0,B
70059,11.7,77.3,4.5,67.6,C
70060,25.9,90.2,5.0,95.4,A
70061,7.0,81.0,8.2,76.3,B
70062,20.8,81.9,3.2,93.3,A
70063,10.9,94.6,2.3,71.5,B
70064,17.3,89.7,3.1,94.6,A
70065,19.5,80.5,3.4,100.0,A
70066,25.7,100.0,5.1,100.0,A
70067,17.8,100.0,6.0,100.0,A
70068,12.2,93.3,6.3,75.2,B
70069,15.5,83.2,5.1,96.5,A
70070,28.4,74.4,4.7,100.0,A
70071,16.1,96.3,6.0,89.5,A
70072,5.8,93.9,8.1,50.6,D
70073,12.3,98.7,5.8,85.3,A
70074,12.1,69.9,5.8,82.6,B
70075,20.1,84.8,3.7,92.4,A
70076,6.4,68.8,7.5,60.3,C
70077,11.4,78.8,4.1,98.4,A
70078,16.5,86.3,4.4,99.9,A
70079,13.0,84.3,7.1,78.5,B
70080,15.6,84.6,9.2,79.0,B
70081,16.0,91.6,6.8,86.0,A
70082,16.5,78.9,8.2,83.3,B
70083,8.5,83.3,10.0,74.0,B
70084,20.6,92.8,4.0,100.0,A
70085,11.3,92.5,3.3,75.7,B
70086,14.9,92.0,7.9,80.2,B
70087,6.5,84.0,10.0,71.5,B
70088,15.3,84.5,4.1,100.0,A
70089,16.3,82.7,4.7,76.0,B
70090,15.3,85.0,8.6,80.2,B
70091,9.5,81.4,8.6,86.2,A
70092,22.9,88.0,5.3,99.8,A
70093,19.1,77.9,6.5,100.0,A
70094,14.0,87.5,7.1,90.5,A
70095,14.0,77.9,6.6,97.7,A
70096,9.8,84.2,5.3,89.5,A
70097,10.6,88.8,6.4,77.7,B
70098,25.2,98.6,3.6,100.0,A
70099,12.5,89.6,4.0,75.7,B
70100,34.3,92.2,4.7,100.0,A
70101,6.9,71.0,7.4,78.4,B
70102,17.6,83.1,5.7,100.0,A
70103,16.6,84.1,4.6,76.1,B
70104,15.3,100.0,2.5,88.1,A
70105,3.9,83.2,5.0,60.2,C
70106,5.4,92.0,4.5,65.9,C
70107,16.4,58.8,5.3,89.8,A
70108,7.8,74.4,7.0,73.7,B
70109,23.5,99.4,4.3,100.0,A
70110,13.4,92.5,6.0,100.0,A
70111,16.8,86.0,4.8,97.7,A
70112,14.7,99.0,7.9,92.4,A
70113,14.5,81.1,7.4,84.7,B
70114,25.6,92.2,7.7,100.0,A
70115,22.6,83.6,6.1,100.0,A
70116,16.1,68.3,6.8,100.0,A
70117,19.7,83.6,9.5,88.7,A
70118,23.2,94.2,4.5,98.7,A
70119,10.8,87.5,5.6,84.0,B
70120,4.1,77.2,4.5,69.5,C
70121,18.9,74.5,6.2,94.4,A
70122,23.7,98.5,7.4,100.0,A
70123,3.0,89.5,5.8,68.9,C
70124,10.8,80.7,6.9,84.5,B
70125,13.3,74.0,9.6,63.6,C
70126,8.1,86.0,3.7,84.7,B
70127,14.0,97.3,10.0,73.4,B
70128,7.2,80.6,2.9,67.0,C
70129,12.8,79.2,7.0,94.7,A
70130,19.9,75.9,5.1,100.0,A
70131,0.5,84.8,6.1,47.6,D
70132,7.6,70.1,6.2,66.6,C
70133,24.8,79.0,8.8,100.0,A
70134,9.2,91.1,6.2,66.6,C
70135,0.0,89.6,6.8,54.3,D
70136,16.2,90.8,9.7,91.7,A
70137,14.5,93.2,3.6,90.5,A
70138,16.0,86.7,5.6,88.3,A
70139,15.4,65.5,5.2,80.6,B
70140,23.9,88.0,6.8,95.7,A
70141,10.1,95.0,7.0,77.4,B
70142,14.3,86.9,4.7,82.3,B
70143,12.0,91.9,6.4,73.8,B
70144,19.7,92.5,4.7,85.2,A
70145,20.4,79.9,3.2,100.0,A
70146,17.6,93.7,4.6,100.0,A
70147,30.1,95.6,5.8,100.0,A
70148,18.9,71.4,7.9,79.1,B
70149,23.8,93.4,5.9,100.0,A
70150,8.8,70.2,8.0,74.1,B
70151,10.1,88.2,7.1,60.4,C
70152,28.9,98.0,7.2,100.0,A
70153,5.5,69.6,4.0,50.8,D
70154,20.4,85.2,10.0,96.9,A
70155,24.0,86.2,9.2,100.0,A
70156,23.2,98.7,10.0,100.0,A
70157,3.8,74.7,3.6,64.8,C
70158,12.5,92.4,5.5,83.2,B
70159,19.4,89.3,8.7,100.0,A
70160,20.2,77.8,1.8,91.2,A
70161,14.9,76.6,3.7,91.3,A
70162,10.1,75.2,5.7,67.5,C
70163,13.1,80.4,7.0,94.6,A
70164,10.7,85.6,4.5,62.5,C
70165,6.3,83.7,6.6,65.8,C
70166,12.9,82.5,3.2,85.2,A
70167,27.9,91.1,3.5,100.0,A
70168,13.0,73.2,7.9,90.8,A
70169,4.4,88.0,5.1,59.5,C
70170,12.5,70.1,4.9,74.2,B
70171,27.1,95.8,7.5,100.0,A
70172,3.8,92.1,5.8,57.4,C
70173,15.0,90.7,4.3,78.6,B
70174,20.2,84.8,7.1,96.2,A
70175,7.0,79.1,2.4,64.0,C
70176,16.3,85.0,7.7,82.5,B
70177,8.6,78.3,5.7,78.2,B
70178,6.4,86.8,4.9,49.6,D
70179,19.4,82.5,7.0,100.0,A
70180,27.8,84.9,6.0,100.0,A
70181,12.3,78.1,5.6,80.2,B
70182,19.1,81.5,6.2,89.5,A
70183,18.4,66.5,7.7,98.3,A
70184,16.2,77.0,1.3,77.5,B
70185,10.2,84.3,5.1,68.0,C
70186,7.9,78.4,5.9,60.4,C
70187,9.4,83.2,5.6,56.6,C
70188,13.7,82.3,5.5,88.1,A
70189,12.1,80.1,7.5,77.0,B
70190,7.0,75.7,4.6,61.3,C
70191,13.6,76.9,4.9,77.3,B
70192,10.6,89.7,6.4,78.9,B
70193,18.9,89.0,8.1,100.0,A
70194,12.3,89.5,7.1,74.1,B
70195,20.9,95.1,5.0,99.1,A
70196,16.6,98.6,6.9,94.9,A
70197,11.5,86.3,4.8,60.1,C
70198,13.9,80.7,6.3,72.2,B
70199,14.1,86.1,2.7,76.8,B
70200,16.2,86.9,3.1,79.1,B
70201,17.5,80.6,7.6,99.9,A
70202,11.8,91.5,6.2,64.4,C
70203,13.3,93.6,6.5,80.4,B
70204,15.8,77.5,6.8,100.0,A
70205,0.0,95.4,8.3,58.5,C
70206,18.9,74.2,3.6,100.0,A
70207,8.3,74.2,5.2,83.3,B
70208,13.0,89.6,8.1,85.9,A
70209,10.3,93.8,3.8,75.4,B
70210,20.2,91.9,7.1,100.0,A
70211,22.2,81.4,9.7,100.0,A
70212,14.2,95.2,6.6,99.7,A
70213,14.3,85.8,5.0,79.0,B
70214,14.7,100.0,5.2,67.5,C
70215,14.9,72.0,6.4,68.4,C
70216,22.0,75.9,5.6,100.0,A
70217,36.1,92.0,7.6,100.0,A
70218,13.8,85.5,4.0,81.2,B
70219,19.0,88.3,3.8,95.2,A
70220,9.1,97.6,7.6,75.3,B
70221,9.7,88.4,4.5,67.6,C
70222,7.9,85.9,6.9,79.9,B
70223,24.4,73.8,6.4,100.0,A
70224,19.9,86.0,5.8,87.4,A
70225,12.3,83.5,8.7,87.5,A
70226,16.5,84.5,6.8,88.3,A
70227,20.4,76.5,8.6,99.7,A
70228,23.4,76.3,8.1,100.0,A
70229,17.9,99.7,10.0,90.7,A
70230,15.6,86.7,6.1,100.0,A
70231,24.2,83.9,7.6,100.0,A
70232,7.3,75.8,7.0,62.9,C
70233,1.5,85.2,7.2,49.5,D
70234,23.8,78.7,10.0,95.9,A
70235,11.9,87.3,8.7,87.5,A
70236,24.4,91.9,4.4,95.3,A
70237,28.4,79.6,4.7,100.0,A
70238,28.0,79.9,6.0,100.0,A
70239,0.0,85.6,7.1,59.4,C
70240,20.6,71.7,3.4,100.0,A
70241,11.4,76.0,7.9,95.1,A
70242,10.4,94.2,4.9,85.3,A
70243,17.6,69.8,7.5,94.5,A
70244,10.6,74.7,5.4,79.5,B
70245,20.2,75.2,6.7,87.3,A
70246,24.2,78.7,8.0,100.0,A
70247,13.6,81.2,6.3,93.9,A
70248,17.5,82.2,8.0,100.0,A
70249,11.8,91.0,3.3,65.3,C
70250,18.3,89.8,6.6,100.0,A
70251,24.9,73.9,5.3,100.0,A
70252,17.9,78.9,4.7,79.9,B
70253,14.2,88.0,4.9,80.1,B
70254,24.2,88.7,3.5,100.0,A
70255,12.2,71.7,5.7,77.2,B
70256,12.3,77.8,7.3,80.1,B
70257,10.4,79.6,3.1,95.2,A
70258,4.0,100.0,3.1,42.3,D
70259,9.0,78.2,7.8,63.5,C
70260,15.4,72.6,7.3,92.8,A
70261,16.6,84.2,4.3,87.8,A
70262,8.2,64.3,6.2,61.8,C
70263,11.4,74.1,5.6,84.1,B
70264,1.8,80.8,8.3,58.2,C
70265,30.3,82.9,8.2,100.0,A
70266,25.3,76.2,7.2,100.0,A
70267,10.0,86.4,3.7,80.1,B
70268,16.0,93.4,8.9,100.0,A
70269,8.8,83.0,7.2,66.5,C
70270,22.2,83.4,10.0,100.0,A
70271,19.5,82.6,8.4,100.0,A
70272,5.8,77.0,6.5,46.5,D
70273,8.2,100.0,2.7,61.5,C
70274,14.5,77.2,4.4,88.7,A
70275,24.7,90.7,3.8,100.0,A
70276,12.3,82.1,4.8,98.1,A
70277,24.2,83.2,6.0,93.2,A
70278,17.2,79.1,2.0,93.2,A
70279,9.2,78.7,5.9,71.4,B
70280,12.1,93.3,3.8,72.2,B
70281,19.4,89.8,7.9,100.0,A
70282,20.9,79.7,3.3,97.1,A
70283,21.5,67.8,4.9,100.0,A
70284,16.5,83.9,6.8,88.6,A
70285,18.1,90.3,5.4,86.9,A
70286,30.8,62.9,5.9,100.0,A
70287,31.8,92.0,3.9,100.0,A
70288,15.3,81.2,0.6,89.1,A
70289,2.6,86.2,4.8,43.6,D
70290,15.9,94.1,8.4,87.0,A
70291,15.8,90.5,5.0,86.1,A
70292,6.2,84.6,7.9,92.6,A
70293,15.9,79.8,8.7,88.1,A
70294,7.7,84.7,5.0,79.7,B
70295,17.6,89.2,4.7,78.6,B
70296,19.2,86.0,7.9,86.3,A
70297,18.7,86.4,6.0,93.5,A
70298,21.9,81.8,9.9,100.0,A
70299,18.3,70.3,4.6,89.6,A
70300,20.5,63.4,8.4,100.0,A
70301,24.0,63.2,5.4,100.0,A
70302,11.9,87.8,7.8,73.7,B
70303,14.0,80.6,6.7,84.3,B
70304,12.5,82.6,7.7,59.3,C
70305,9.8,76.2,7.0,87.8,A
70306,12.9,88.1,5.1,82.8,B
70307,20.8,98.7,3.1,100.0,A
70308,20.1,89.6,4.3,94.8,A
70309,3.1,91.1,9.5,61.3,C
70310,27.0,78.9,2.3,100.0,A
70311,20.9,100.0,7.9,92.3,A
70312,16.6,68.8,7.9,67.9,C
70313,5.3,83.3,6.8,53.8,D
70314,6.7,91.9,5.3,67.7,C
70315,25.5,80.4,4.3,100.0,A
70316,22.0,59.0,3.9,100.0,A
70317,22.9,93.2,3.2,100.0,A
70318,14.1,80.9,5.7,86.4,A
70319,24.1,58.3,5.3,100.0,A
70320,5.4,84.8,6.9,59.9,C
70321,6.4,81.0,7.6,65.3,C
70322,22.1,86.5,6.9,100.0,A
70323,8.6,100.0,4.2,67.1,C
70324,14.7,77.7,7.4,80.1,B
70325,2.6,97.3,7.9,88.9,A
70326,0.0,86.3,4.1,32.9,F
70327,7.8,60.4,3.3,78.4,B
70328,12.3,74.0,9.7,73.7,B
70329,8.5,90.7,4.0,87.6,A
70330,19.3,83.8,6.3,87.0,A
70331,22.1,91.3,9.1,100.0,A
70332,19.3,76.9,6.7,100.0,A
70333,6.9,96.7,7.7,78.5,B
70334,18.7,68.4,8.9,96.6,A
70335,6.4,83.8,6.8,68.8,C
70336,28.0,83.4,4.9,100.0,A
70337,15.3,88.4,6.2,100.0,A
70338,9.0,78.0,7.7,67.4,C
70339,15.4,79.6,8.0,90.2,A
70340,16.2,84.9,8.1,90.6,A
